subject,predicate,object
Ice,RT,Snow
Ice,NT,Ice shelf
Ice,NT,Ice surface
Ice,NT,Ice thickness
Ice,NT,Sea ice
Ice shelf,BT,Ice
Ice surface,BT,Ice
Ice thickness,BT,Ice
ICIC,USE,Intercell interference
ICP,USE,Iterative closest point algorithm
ICs,USE,Integrated circuits
ICT,USE,Information and communication technology
ID-based encryption,USE,Identity-based encryption
Identification of persons,BT,"Systems, man, and cybernetics"
Identification of persons,RT,Access control
Identification of persons,RT,Palmprint recognition
Identification of persons,RT,Security
Identification of persons,NT,Biometrics (access control)
Identification of persons,NT,Face recognition
Identification of persons,NT,Fingerprint recognition
Identification of persons,NT,Handwriting recognition
Identification of persons,NT,Speaker recognition
Identification of persons,NT,Speech recognition
Identity management systems,BT,Computer security
Identity management systems,BT,Information systems
Identity management systems,NT,Federated identity
Identity-based cryptography,USE,Identity-based encryption
Identity-based encryption,UF,ID-based encryption
Identity-based encryption,UF,Identity-based cryptography
Identity-based encryption,BT,Public key cryptography
IDTV,USE,HDTV
IEC,UF,International electrotechnical commission
IEC,BT,Standards organizations
IEC,RT,Communication standards
IEC,RT,IEC Standards
IEC,RT,Standardization
IEC,RT,Standards
IEC,NT,Moving Pictures Experts Group
IEC publications,USE,IEC Standards
IEC Standards,UF,IEC publications
IEC Standards,BT,Standards publications
IEC Standards,RT,Common Information Model (electricity)
IEC Standards,RT,IEC
IEC Standards,NT,MPEG standards
IEEE 1364,USE,Hardware design languages
IEEE 1394 Standard,UF,P1394
IEEE 1394 Standard,BT,IEEE Standards
IEEE 1394 Standard,RT,Data buses
IEEE 1394 Standard,RT,Data communication
IEEE 1394 Standard,RT,Firewire
IEEE 1394 Standard,RT,Machine vision
IEEE 1394 Standard,RT,Video signal processing
IEEE 802 LAN-MAN Standards,BT,IEEE Standards
IEEE 802 LAN-MAN Standards,NT,IEEE 802.11 Standard
IEEE 802 LAN-MAN Standards,NT,IEEE 802.15 Standard
IEEE 802 LAN-MAN Standards,NT,IEEE 802.16 Standard
IEEE 802 LAN-MAN Standards,NT,IEEE 802.19 Standard
IEEE 802 LAN-MAN Standards,NT,IEEE 802.22 Standard
IEEE 802 LAN-MAN Standards,NT,IEEE 802.3 Standard
IEEE 802.11 Standard,UF,802.11.00
IEEE 802.11 Standard,UF,P802.11
IEEE 802.11 Standard,UF,WiGig
IEEE 802.11 Standard,BT,IEEE 802 LAN-MAN Standards
IEEE 802.11 Standard,RT,Bluetooth
IEEE 802.11 Standard,RT,Butler matrices
IEEE 802.11 Standard,RT,Computer networks
IEEE 802.11 Standard,RT,MIMO communication
IEEE 802.11 Standard,RT,Modulation
IEEE 802.11 Standard,RT,Protocols
IEEE 802.11 Standard,RT,Radio communication
IEEE 802.11 Standard,RT,Wireless LAN
IEEE 802.11 Standard,RT,Wireless access points
IEEE 802.11 Standard,RT,Wireless communication
IEEE 802.11 Standard,RT,Wireless fidelity
IEEE 802.11 Standard,NT,IEEE 802.11ax Standard
IEEE 802.11 Standard,NT,IEEE 802.11e Standard
IEEE 802.11 Standard,NT,IEEE 802.11g Standard
IEEE 802.11 Standard,NT,IEEE 802.11n Standard
IEEE 802.11 Standard,NT,IEEE 802.11p Standard
IEEE 802.11ax Standard,UF,802.11ax
IEEE 802.11ax Standard,UF,Wi-Fi 6
IEEE 802.11ax Standard,BT,IEEE 802.11 Standard
IEEE 802.11e Standard,UF,802.11e
IEEE 802.11e Standard,BT,IEEE 802.11 Standard
IEEE 802.11e Standard,RT,Communication channels
IEEE 802.11e Standard,RT,Protocols
IEEE 802.11e Standard,RT,Quality assurance
IEEE 802.11e Standard,RT,Quality control
IEEE 802.11e Standard,RT,Quality of service
IEEE 802.11e Standard,RT,Streaming media
IEEE 802.11e Standard,RT,Wireless LAN
IEEE 802.11g Standard,UF,802.11g
IEEE 802.11g Standard,BT,IEEE 802.11 Standard
IEEE 802.11g Standard,RT,Bluetooth
IEEE 802.11g Standard,RT,Computer networks
IEEE 802.11g Standard,RT,Modulation
IEEE 802.11g Standard,RT,Protocols
IEEE 802.11g Standard,RT,Radio communication
IEEE 802.11g Standard,RT,Wireless LAN
IEEE 802.11n Standard,UF,802.11n
IEEE 802.11n Standard,BT,IEEE 802.11 Standard
IEEE 802.11n Standard,RT,Antennas
IEEE 802.11n Standard,RT,Bluetooth
IEEE 802.11n Standard,RT,Communication channels
IEEE 802.11n Standard,RT,Computer networks
IEEE 802.11n Standard,RT,MIMO communication
IEEE 802.11n Standard,RT,Modulation
IEEE 802.11n Standard,RT,Protocols
IEEE 802.11n Standard,RT,Radio communication
IEEE 802.11n Standard,RT,Wireless LAN
IEEE 802.11p Standard,BT,IEEE 802.11 Standard
IEEE 802.11p Standard,RT,Intelligent vehicles
IEEE 802.11p Standard,RT,Wireless Access in Vehicular Environments
IEEE 802.11p Standard,RT,Wireless communication
IEEE 802.11p Standard,RT,Wireless networks
IEEE 802.15 Standard,UF,802.15.00
IEEE 802.15 Standard,BT,IEEE 802 LAN-MAN Standards
IEEE 802.15 Standard,RT,Bluetooth
IEEE 802.15 Standard,RT,Light fidelity
IEEE 802.15 Standard,RT,Personal communication networks
IEEE 802.15 Standard,RT,Radio communication
IEEE 802.15 Standard,RT,Wireless LAN
IEEE 802.15 Standard,RT,Zigbee
IEEE 802.16 Standard,UF,802.16.00
IEEE 802.16 Standard,BT,IEEE 802 LAN-MAN Standards
IEEE 802.16 Standard,RT,Broadband communication
IEEE 802.16 Standard,RT,Computer networks
IEEE 802.16 Standard,RT,Cross layer design
IEEE 802.16 Standard,RT,Internet
IEEE 802.16 Standard,RT,MIMO communication
IEEE 802.16 Standard,RT,Metropolitan area networks
IEEE 802.16 Standard,RT,Multimedia communication
IEEE 802.16 Standard,RT,WiMAX
IEEE 802.19 Standard,BT,IEEE 802 LAN-MAN Standards
IEEE 802.22 Standard,BT,IEEE 802 LAN-MAN Standards
IEEE 802.22 Standard,RT,Regional area networks
IEEE 802.22 Standard,RT,WRAN
IEEE 802.22 Standard,RT,Wireless communication
IEEE 802.22 Standard,RT,Wireless networks
IEEE 802.3 Standard,UF,802.3
IEEE 802.3 Standard,BT,IEEE 802 LAN-MAN Standards
IEEE 802.3 Standard,RT,Communication switching
IEEE 802.3 Standard,RT,Computer networks
IEEE 802.3 Standard,RT,Ethernet
IEEE 802.3 Standard,RT,Local area networks
IEEE 802.3 Standard,RT,Packet switching
IEEE 802.3 Standard,RT,Switches
IEEE 802.3 Standard,RT,Wide area networks
IEEE activities,UF,Activities
IEEE activities,UF,IEEE Volunteer activities
IEEE activities,BT,IEEE organization
IEEE activities,RT,IEEE Boards
IEEE activities,NT,IEEE Awards activities
IEEE activities,NT,IEEE Conference activities
IEEE activities,NT,IEEE Corporate activities
IEEE activities,NT,IEEE Educational activities
IEEE activities,NT,IEEE Intersociety activities
IEEE activities,NT,IEEE Local activities
IEEE activities,NT,IEEE Member and Geographic activities
IEEE activities,NT,IEEE Professional activities
IEEE activities,NT,IEEE Standards activities
IEEE activities,NT,IEEE Technical activities
IEEE activities,NT,IEEE United States activities
IEEE activities,NT,IEEE publishing
IEEE Arc Flash Standards,USE,Power and energy standards
IEEE Associate Members,BT,IEEE members
IEEE Awards activities,BT,IEEE activities
IEEE Awards activities,RT,Awards
IEEE Awards activities,RT,IEEE Educational activities
IEEE Awards activities,RT,IEEE Fellows
IEEE Awards activities,RT,IEEE Foundation
IEEE Awards activities,RT,IEEE Professional activities
IEEE Awards activities,RT,IEEE Technical activities
IEEE Awards activities,RT,IEEE United States activities
IEEE Awards activities,NT,IEEE Corporate awards
IEEE Awards activities,NT,IEEE Society awards
IEEE Awards activities,NT,IEEE Standards awards
IEEE Awards activities,NT,National Society Agreement awards
IEEE Boards,BT,IEEE entities
IEEE Boards,RT,IEEE activities
IEEE books,BT,IEEE publications
IEEE bylaws,BT,IEEE governance
IEEE catalogs,BT,IEEE products
IEEE Center for the History of Electrical Engineering,UF,IEEE History Center
IEEE Center for the History of Electrical Engineering,BT,IEEE entities
IEEE Chapters,BT,IEEE entities
IEEE Collabratec,BT,IEEE products
IEEE Committees,BT,IEEE entities
IEEE Communities,BT,IEEE entities
IEEE Computer Society Press,BT,IEEE entities
IEEE Computer Society Press,RT,IEEE publishing
IEEE Conference activities,BT,IEEE activities
IEEE conference proceedings,BT,IEEE publications
IEEE Constitution,BT,IEEE governance
IEEE Corporate activities,BT,IEEE activities
IEEE Corporate activities,RT,IEEE Corporate awards
IEEE Corporate activities,RT,IEEE Professional activities
IEEE Corporate activities,RT,IEEE staff
IEEE Corporate activities,RT,Legal factors
IEEE Corporate activities,NT,Humanitarian activities
IEEE Corporate awards,BT,IEEE Awards activities
IEEE Corporate awards,RT,IEEE Corporate activities
IEEE Corporate awards,NT,IEEE Medals
IEEE Corporate awards,NT,IEEE Recognitions
IEEE Corporate awards,NT,IEEE Technical Field awards
IEEE Corporate recognitions,BT,IEEE Recognitions
IEEE Councils,BT,IEEE entities
IEEE directories,BT,IEEE publications
IEEE Educational activities,BT,IEEE activities
IEEE Educational activities,RT,IEEE Awards activities
IEEE Educational activities,RT,IEEE Foundation
IEEE Educational activities,RT,IEEE Professional activities
IEEE educational products,BT,IEEE products
IEEE Electric Machinery Standards,USE,Power and energy standards
IEEE employees,USE,IEEE staff
IEEE entities,BT,IEEE organization
IEEE entities,NT,IEEE Boards
IEEE entities,NT,IEEE Center for the History of Electrical Engineering
IEEE entities,NT,IEEE Chapters
IEEE entities,NT,IEEE Committees
IEEE entities,NT,IEEE Communities
IEEE entities,NT,IEEE Computer Society Press
IEEE entities,NT,IEEE Councils
IEEE entities,NT,IEEE Foundation
IEEE entities,NT,IEEE Press
IEEE entities,NT,IEEE Regions
IEEE entities,NT,IEEE Sections
IEEE entities,NT,IEEE Societies
IEEE Fellows,BT,IEEE members
IEEE Fellows,RT,IEEE Awards activities
IEEE Foundation,BT,IEEE entities
IEEE Foundation,RT,IEEE Awards activities
IEEE Foundation,RT,IEEE Educational activities
IEEE governance,BT,IEEE organization
IEEE governance,NT,IEEE Constitution
IEEE governance,NT,IEEE bylaws
IEEE governance,NT,IEEE policy and procedures
IEEE governance,NT,IEEE staff
IEEE History Center,USE,IEEE Center for the History of Electrical Engineering
IEEE indexing,BT,IEEE organization
IEEE indexing,NT,Awards
IEEE indexing,NT,Book reviews
IEEE indexing,NT,Interviews
IEEE indexing,NT,Obituaries
IEEE indexing,NT,Software reviews
IEEE indexing,NT,Special issues and sections
IEEE indexing,NT,Tutorials
IEEE indexing,NT,Video reviews
IEEE Intersociety activities,BT,IEEE activities
IEEE Intersociety activities,RT,IEEE Professional activities
IEEE journals,BT,IEEE publications
IEEE Life Members,BT,IEEE members
IEEE Local activities,BT,IEEE activities
IEEE magazines,BT,IEEE publications
IEEE Medals,BT,IEEE Corporate awards
IEEE Medals,RT,Awards
IEEE Member and Geographic activities,BT,IEEE activities
IEEE members,BT,IEEE organization
IEEE members,NT,IEEE Associate Members
IEEE members,NT,IEEE Fellows
IEEE members,NT,IEEE Life Members
IEEE members,NT,IEEE Senior Members
IEEE merchandise,BT,IEEE products
IEEE news,UF,Announcements
IEEE news,BT,IEEE organization
IEEE news,NT,IEEE Society news
IEEE newsletters,BT,IEEE publications
IEEE on-line publications,USE,IEEE online publications
IEEE online publications,UF,Electronic publications
IEEE online publications,UF,IEEE on-line publications
IEEE online publications,BT,IEEE publications
IEEE organization,NT,IEEE activities
IEEE organization,NT,IEEE entities
IEEE organization,NT,IEEE governance
IEEE organization,NT,IEEE indexing
IEEE organization,NT,IEEE members
IEEE organization,NT,IEEE news
IEEE organization,NT,IEEE products
IEEE policy and procedures,UF,IEEE procedures
IEEE policy and procedures,BT,IEEE governance
IEEE Power Substations Standards,USE,Power and energy standards
IEEE Press,BT,IEEE entities
IEEE Press,RT,IEEE publishing
IEEE Prize Paper awards,BT,IEEE Recognitions
IEEE procedures,USE,IEEE policy and procedures
IEEE products,BT,IEEE organization
IEEE products,NT,IEEE Collabratec
IEEE products,NT,IEEE Xplore
IEEE products,NT,IEEE catalogs
IEEE products,NT,IEEE educational products
IEEE products,NT,IEEE merchandise
IEEE products,NT,IEEE publications
IEEE Professional activities,UF,Non-united-states activities
IEEE Professional activities,BT,IEEE activities
IEEE Professional activities,RT,IEEE Awards activities
IEEE Professional activities,RT,IEEE Corporate activities
IEEE Professional activities,RT,IEEE Educational activities
IEEE Professional activities,RT,IEEE Intersociety activities
IEEE Professional activities,RT,IEEE Technical activities
IEEE Professional activities,RT,IEEE United States activities
IEEE publications,BT,IEEE products
IEEE publications,NT,IEEE books
IEEE publications,NT,IEEE conference proceedings
IEEE publications,NT,IEEE directories
IEEE publications,NT,IEEE journals
IEEE publications,NT,IEEE magazines
IEEE publications,NT,IEEE newsletters
IEEE publications,NT,IEEE online publications
IEEE publications,NT,IEEE transactions
IEEE publications,NT,Notice of Violation
IEEE publishing,BT,IEEE activities
IEEE publishing,RT,Guidelines
IEEE publishing,RT,IEEE Computer Society Press
IEEE publishing,RT,IEEE Press
IEEE Recognitions,BT,IEEE Corporate awards
IEEE Recognitions,NT,IEEE Corporate recognitions
IEEE Recognitions,NT,IEEE Prize Paper awards
IEEE Recognitions,NT,IEEE Service awards
IEEE Recognitions,NT,IEEE Staff recognitions
IEEE Regions,BT,IEEE entities
IEEE Sections,BT,IEEE entities
IEEE Senior Members,BT,IEEE members
IEEE Service awards,BT,IEEE Recognitions
IEEE Societies,BT,IEEE entities
IEEE Society awards,BT,IEEE Awards activities
IEEE Society news,BT,IEEE news
IEEE staff,UF,IEEE employees
IEEE staff,BT,IEEE governance
IEEE staff,RT,IEEE Corporate activities
IEEE Staff recognitions,BT,IEEE Recognitions
IEEE Standards,BT,Standards publications
IEEE Standards,RT,ANSI Standards
IEEE Standards,RT,IEEE Standards activities
IEEE Standards,NT,AIEE Standards
IEEE Standards,NT,IEEE 1394 Standard
IEEE Standards,NT,IEEE 802 LAN-MAN Standards
IEEE Standards,NT,IRE Standards
IEEE Standards activities,UF,IEEE Standards development
IEEE Standards activities,BT,IEEE activities
IEEE Standards activities,RT,IEEE Standards
IEEE Standards Association,BT,Standards organizations
IEEE Standards awards,BT,IEEE Awards activities
IEEE Standards development,USE,IEEE Standards activities
IEEE Surge Protective Devices Standards,USE,Power and energy standards
IEEE Technical activities,BT,IEEE activities
